id,num_choices,prediction,scores
test_00712,5,1,"[-1.6484375, -1.2734375, -1.2734375, -1.7734375, -2.53125]"
test_01241,5,0,"[-1.109375, -1.484375, -2.109375, -1.609375, -2.109375]"
test_00055,3,2,"[-10.125, -7.0, -0.00095367431640625]"
test_01097,3,2,"[-14.375, -7.5, -0.000553131103515625]"
test_02885,3,0,"[-1.5974044799804688e-05, -11.875, -13.125]"
test_04147,3,1,"[-16.125, -7.152557373046875e-07, -14.5]"
test_00130,2,0,"[-4.649162292480469e-06, -14.125]"
test_03028,2,0,"[-1.33514404296875e-05, -13.0]"
test_00234,3,2,"[-17.25, -14.75, -4.76837158203125e-07]"
test_01152,3,1,"[-13.5, -1.5497207641601562e-06, -16.0]"
test_01174,3,1,"[-15.5, -2.384185791015625e-07, -17.0]"
test_01502,3,2,"[-19.5, -17.0, 0.0]"
test_00766,3,2,"[-14.875, -8.5, -0.0002040863037109375]"
test_02418,3,0,"[-7.009506225585938e-05, -17.0, -18.25]"
test_00719,3,2,"[-18.125, -7.5, -0.000553131103515625]"
test_00610,2,1,"[-10.5, -2.8371810913085938e-05]"
test_03913,2,0,"[-5.245208740234375e-06, -13.625]"
test_00335,2,0,"[-1.4901161193847656e-05, -11.25]"
test_00812,2,0,"[-3.719329833984375e-05, -11.125]"
test_01882,2,1,"[-14.125, -9.5367431640625e-07]"
test_01001,3,1,"[-18.75, -1.1920928955078125e-07, -19.125]"
test_01053,3,2,"[-19.0, -17.0, -1.1920928955078125e-07]"
test_01863,3,0,"[-9.5367431640625e-07, -19.25, -19.0]"
test_02274,3,1,"[-15.75, -1.5497207641601562e-06, -13.5]"
test_03775,3,2,"[-18.625, -12.0, -6.318092346191406e-06]"
test_02142,4,2,"[-2.671875, -2.046875, -0.796875, -1.046875]"
test_00202,2,0,"[-0.00020599365234375, -8.75]"
test_00341,2,0,"[-7.390975952148438e-05, -9.875]"
test_00671,2,0,"[-0.0001068115234375, -9.625]"
test_00700,2,1,"[-12.25, -5.4836273193359375e-06]"
test_00727,2,0,"[-2.0384788513183594e-05, -11.25]"
test_01077,2,1,"[-12.75, -3.337860107421875e-06]"
test_01541,2,0,"[-0.0002002716064453125, -8.75]"
test_02493,2,1,"[-12.375, -5.0067901611328125e-06]"
test_03186,2,1,"[-12.25, -5.602836608886719e-06]"
test_03720,2,1,"[-11.625, -9.5367431640625e-06]"
test_03823,2,0,"[-4.863739013671875e-05, -10.375]"
test_03219,3,2,"[-2.359375, -4.625, -0.1103515625]"
test_00092,2,1,"[-11.0, -1.7642974853515625e-05]"
test_00260,2,0,"[-2.5033950805664062e-06, -13.375]"
test_01290,2,1,"[-11.75, -8.58306884765625e-06]"
test_01407,2,1,"[-11.5, -1.0848045349121094e-05]"
test_01970,2,0,"[-2.6226043701171875e-06, -13.125]"
test_02029,2,1,"[-11.25, -1.3589859008789062e-05]"
test_00361,3,1,"[-17.125, -2.384185791015625e-07, -16.375]"
test_00424,3,0,"[-2.6226043701171875e-06, -14.875, -14.875]"
test_01045,3,2,"[-15.25, -11.25, -1.33514404296875e-05]"
test_01746,3,1,"[-13.875, -1.430511474609375e-06, -15.0]"
test_01911,3,2,"[-12.5, -7.25, -0.000713348388671875]"
test_02957,3,2,"[-11.75, -6.5, -0.0015106201171875]"
test_03280,3,2,"[-15.375, -11.75, -8.106231689453125e-06]"
test_00953,4,2,"[-3.609375, -1.859375, -0.361328125, -2.109375]"
test_01341,4,2,"[-9.75, -3.84375, -0.1005859375, -2.59375]"
test_03003,4,2,"[-13.75, -7.25, -0.0007171630859375, -12.125]"
test_01440,3,0,"[-0.43359375, -2.1875, -1.4296875]"
test_00594,4,3,"[-3.796875, -4.3125, -4.5625, -0.0478515625]"
test_04057,4,1,"[-7.0, -0.0016021728515625, -7.625, -8.5]"
test_00918,2,1,"[-16.875, -2.384185791015625e-07]"
test_02429,2,1,"[-15.75, -4.76837158203125e-07]"
test_02623,2,0,"[-0.0003604888916015625, -8.0]"
test_02709,2,0,"[-4.076957702636719e-05, -10.25]"
test_02821,2,1,"[-16.375, -3.5762786865234375e-07]"
test_01453,4,0,"[0.0, -19.625, -19.875, -23.75]"
test_00455,4,1,"[-17.75, -4.172325134277344e-06, -12.5, -14.875]"
test_02651,4,1,"[-16.75, -4.0531158447265625e-06, -12.5, -14.75]"
test_00933,4,0,"[-2.384185791015625e-07, -16.0, -16.875, -18.875]"
test_03805,4,2,"[-19.0, -14.0, -1.9073486328125e-06, -16.375]"
test_01090,4,2,"[-20.25, -18.625, -3.5762786865234375e-07, -15.0]"
test_00192,4,1,"[-10.875, -0.0027008056640625, -8.5, -6.0]"
test_01705,4,0,"[-4.76837158203125e-07, -15.5, -15.875, -16.75]"
test_01625,4,1,"[-18.75, -1.0728836059570312e-06, -13.875, -16.25]"
test_02999,4,1,"[-14.75, -1.2516975402832031e-05, -11.375, -14.125]"
test_04153,4,2,"[-19.875, -17.375, -1.0728836059570312e-06, -13.75]"
test_02343,4,3,"[-17.25, -16.125, -13.25, -2.2649765014648438e-06]"
test_01274,4,0,"[-3.5762786865234375e-07, -16.125, -16.0, -19.0]"
test_02831,4,3,"[-15.625, -14.75, -15.75, -9.5367431640625e-07]"
test_03394,4,3,"[-15.25, -14.625, -15.875, -8.344650268554688e-07]"
test_00023,4,3,"[-14.375, -14.125, -14.875, -1.9073486328125e-06]"
test_03984,4,3,"[-16.75, -14.875, -14.625, -8.344650268554688e-07]"
test_00809,4,0,"[-1.1920928955078125e-07, -17.375, -17.625, -21.0]"
test_01990,4,2,"[-18.875, -15.5, -2.384185791015625e-07, -18.625]"
test_02656,4,0,"[-1.1920928955078125e-07, -17.75, -17.875, -20.625]"
test_00725,4,2,"[-20.75, -16.875, -2.384185791015625e-07, -15.5]"
test_02802,4,0,"[-3.5762786865234375e-07, -16.25, -15.875, -18.75]"
test_03262,4,0,"[-1.1920928955078125e-07, -18.375, -17.5, -20.625]"
test_00528,4,3,"[-15.875, -13.875, -15.5, -1.3113021850585938e-06]"
test_02667,4,2,"[-19.625, -16.5, -1.1920928955078125e-06, -13.75]"
test_00034,2,1,"[-15.25, -4.76837158203125e-07]"
test_00073,2,0,"[-0.000919342041015625, -7.0]"
test_02816,2,1,"[-14.75, -5.960464477539062e-07]"
test_00365,4,3,"[-1.3515625, -1.8515625, -1.8515625, -0.8515625]"
test_01394,4,0,"[-7.390975952148438e-05, -9.875, -11.5, -11.375]"
test_00428,2,0,"[-1.52587890625e-05, -13.375]"
test_00738,2,0,"[-1.609325408935547e-05, -13.5]"
test_01107,2,0,"[-2.5391578674316406e-05, -13.0]"
test_01158,2,1,"[-15.0, -4.76837158203125e-07]"
test_01242,2,0,"[-2.7894973754882812e-05, -13.125]"
test_01643,2,0,"[-1.7642974853515625e-05, -13.375]"
test_02008,2,1,"[-14.125, -8.344650268554688e-07]"
test_02103,2,1,"[-14.75, -4.76837158203125e-07]"
test_02693,2,0,"[-3.075599670410156e-05, -13.375]"
test_03659,2,0,"[-1.8358230590820312e-05, -13.375]"
test_03769,2,0,"[-1.5497207641601562e-05, -13.125]"
test_00525,3,1,"[-16.125, -1.9073486328125e-06, -13.25]"
test_01236,3,0,"[-2.1457672119140625e-06, -13.25, -15.375]"
test_01622,3,0,"[-1.1920928955078125e-06, -14.0, -15.75]"
test_02916,3,1,"[-11.5, -1.0848045349121094e-05, -14.125]"
test_03816,3,0,"[-1.3113021850585938e-06, -14.0, -15.25]"
test_03869,3,2,"[-15.125, -7.75, -0.000431060791015625]"
test_03919,3,0,"[-3.5762786865234375e-07, -15.125, -16.875]"
test_03988,3,1,"[-10.25, -3.7670135498046875e-05, -13.0]"
test_01450,3,1,"[-1.921875, -0.169921875, -4.65625]"
test_00492,2,1,"[-16.75, -1.1920928955078125e-06]"
test_00540,2,0,"[-0.00116729736328125, -6.75]"
test_00834,2,1,"[-17.625, -1.430511474609375e-06]"
test_01464,2,0,"[-0.00116729736328125, -6.75]"
test_01505,2,0,"[-0.001190185546875, -6.75]"
test_02275,2,1,"[-16.875, -1.3113021850585938e-06]"
test_02284,2,1,"[-17.125, -1.0728836059570312e-06]"
test_02894,3,2,"[-6.3125, -2.8125, -0.06396484375]"
test_00475,3,1,"[-18.125, -3.5762786865234375e-07, -14.875]"
test_01064,3,2,"[-16.875, -15.0, -3.5762786865234375e-07]"
test_03960,3,1,"[-18.75, -1.1920928955078125e-07, -15.875]"
test_03881,3,1,"[-1.0546875, -0.5546875, -2.5625]"
test_00397,3,0,"[-0.478515625, -5.34375, -0.98046875]"
test_03722,3,2,"[-1.78125, -2.53125, -0.283203125]"
test_02030,3,1,"[-5.875, -0.25390625, -1.5078125]"
test_00950,3,1,"[-4.09375, -0.330078125, -1.328125]"
test_02364,3,1,"[-3.75, -0.498046875, -0.99609375]"
test_01413,3,1,"[-3.84375, -0.59765625, -0.84765625]"
test_03651,3,1,"[-6.1875, -0.6953125, -0.6953125]"
test_03898,3,1,"[-6.875, -0.1279296875, -2.125]"
test_02054,3,0,"[-0.20703125, -1.703125, -5.21875]"
test_03564,3,1,"[-8.0625, -0.062255859375, -2.8125]"
test_00013,3,2,"[-5.15625, -1.140625, -0.392578125]"
test_02358,3,2,"[-3.0625, -4.3125, -0.06201171875]"
test_00542,2,1,"[-14.625, -7.152557373046875e-07]"
test_02751,2,1,"[-14.875, -5.960464477539062e-07]"
test_02966,2,0,"[-8.106231689453125e-06, -14.375]"
test_04181,2,1,"[-15.25, -5.960464477539062e-07]"
test_02624,3,0,"[-0.73046875, -1.484375, -1.234375]"
test_00611,3,0,"[-0.7578125, -2.765625, -0.7578125]"
test_03121,3,2,"[-3.75, -0.99609375, -0.498046875]"
test_04207,2,0,"[-0.474609375, -0.97265625]"
test_03589,3,1,"[-5.03125, -0.392578125, -1.140625]"
test_02092,3,2,"[-0.91796875, -2.421875, -0.66796875]"
test_03559,4,2,"[-13.75, -11.0, -5.316734313964844e-05, -10.25]"
test_01349,4,2,"[-14.5, -11.5, -2.3603439331054688e-05, -11.25]"
test_00151,3,0,"[-7.05718994140625e-05, -10.25, -10.25]"
test_02722,3,0,"[-0.57421875, -0.82421875, -9.4375]"
test_01180,3,2,"[-1.1875, -2.9375, -0.44140625]"
test_01062,3,2,"[-1.0078125, -3.5, -0.50390625]"
test_00910,3,2,"[-5.59375, -0.828125, -0.578125]"
test_04098,3,2,"[-1.1796875, -3.171875, -0.4296875]"
test_01501,3,1,"[-11.875, -0.023193359375, -3.765625]"
test_03493,3,0,"[-0.38671875, -1.140625, -8.25]"
test_02589,3,2,"[-7.375, -7.0, -0.0015411376953125]"
test_03162,3,1,"[-5.96875, -0.578125, -0.828125]"
test_01590,3,0,"[-0.95703125, -0.95703125, -1.4609375]"
test_00430,2,1,"[-1.703125, -0.2021484375]"
test_02315,2,0,"[-0.201171875, -1.703125]"
test_02992,3,0,"[-0.69921875, -0.69921875, -5.0625]"
test_02906,3,2,"[-4.0625, -3.546875, -0.04736328125]"
test_00295,3,0,"[-0.06689453125, -3.3125, -3.5625]"
test_00779,3,1,"[-3.765625, -0.0233154296875, -10.25]"
test_00705,3,0,"[-0.6953125, -0.6953125, -6.4375]"
test_00362,3,0,"[-0.2890625, -3.296875, -1.5390625]"
test_00344,3,1,"[-1.5, -0.25390625, -6.75]"
test_02221,3,0,"[-0.6953125, -0.6953125, -8.4375]"
test_03237,3,0,"[-0.578125, -0.828125, -7.8125]"
test_02630,3,0,"[-0.419921875, -1.171875, -3.421875]"
test_01150,3,0,"[-0.16015625, -1.9140625, -8.1875]"
test_03444,3,0,"[-0.412109375, -3.65625, -1.1640625]"
test_02129,3,1,"[-1.859375, -0.86328125, -0.86328125]"
test_00704,3,0,"[-0.06201171875, -2.8125, -9.4375]"
test_03797,3,1,"[-8.625, -0.004791259765625, -5.375]"
test_02496,3,1,"[-4.375, -0.11279296875, -2.359375]"
test_03306,3,1,"[-0.97265625, -0.474609375, -12.125]"
test_03538,3,1,"[-1.9140625, -0.1611328125, -7.53125]"
test_01743,3,2,"[-5.25, -4.75, -0.01385498046875]"
test_00369,3,0,"[-0.07958984375, -2.578125, -7.46875]"
test_03034,3,0,"[-0.486328125, -0.98828125, -4.375]"
test_02793,3,0,"[-0.90625, -1.65625, -0.90625]"
test_01813,3,0,"[-0.478515625, -0.9765625, -5.59375]"
test_01624,3,2,"[-23.125, -17.25, 0.0]"
test_02535,3,1,"[-9.5625, -0.0791015625, -2.578125]"
test_00378,2,0,"[-0.0067138671875, -5.0]"
test_01763,2,0,"[-0.002471923828125, -6.0]"
test_04114,2,0,"[-0.00116729736328125, -6.75]"
test_00544,3,0,"[-0.390625, -1.140625, -5.625]"
test_00980,3,0,"[-0.00020503997802734375, -8.625, -10.625]"
test_03239,3,1,"[-4.3125, -0.0517578125, -3.296875]"
test_01318,3,0,"[-0.388671875, -1.140625, -6.0]"
test_02479,3,1,"[-0.828125, -0.578125, -6.09375]"
test_02101,3,1,"[-4.75, -0.1357421875, -2.140625]"
test_01868,3,1,"[-3.046875, -0.30078125, -1.546875]"
test_03706,3,1,"[-3.046875, -0.30078125, -1.546875]"
test_01007,3,1,"[-6.875, -0.0120849609375, -4.5]"
test_02822,3,1,"[-3.65625, -0.412109375, -1.1640625]"
test_01492,3,1,"[-3.359375, -0.1142578125, -2.609375]"
test_01984,3,1,"[-2.5625, -0.5546875, -1.0546875]"
test_02039,3,2,"[-7.0, -1.5, -0.251953125]"
test_04223,3,0,"[-0.38671875, -1.140625, -8.5]"
test_00581,3,2,"[-0.9765625, -1.9765625, -0.7265625]"
test_02445,3,0,"[-0.6484375, -2.65625, -0.8984375]"
test_02119,3,0,"[-0.455078125, -2.703125, -1.203125]"
test_00333,3,0,"[-0.326171875, -4.3125, -1.328125]"
test_03022,3,1,"[-1.8046875, -0.306640625, -2.3125]"
test_02125,3,0,"[-1.4901161193847656e-05, -12.25, -11.5]"
test_03023,3,0,"[-0.01190185546875, -4.625, -6.125]"
test_00999,3,0,"[-1.704692840576172e-05, -11.5, -11.875]"
test_04189,3,2,"[-11.5, -9.75, -6.818771362304688e-05]"
test_03596,3,2,"[-14.5, -12.75, -3.4570693969726562e-06]"
test_03782,3,2,"[-7.5, -8.0, -0.000888824462890625]"
test_04069,3,1,"[-6.5, -0.0022125244140625, -7.25]"
test_02509,3,0,"[-0.77734375, -2.53125, -0.77734375]"
test_04157,3,1,"[-5.0, -0.0084228515625, -6.375]"
test_01764,3,1,"[-14.875, -7.271766662597656e-06, -11.875]"
test_01972,3,0,"[0.0, -17.375, -17.25]"
test_00574,3,2,"[-5.75, -8.625, -0.00335693359375]"
test_01658,2,0,"[-8.344650268554688e-07, -14.5]"
test_02298,2,0,"[-1.9073486328125e-06, -13.5]"
test_02621,2,0,"[-2.0265579223632812e-06, -13.375]"
test_03908,2,0,"[-1.0728836059570312e-06, -14.375]"
test_04095,3,2,"[-12.375, -10.0, -4.982948303222656e-05]"
test_02678,2,0,"[-2.4437904357910156e-05, -11.125]"
test_02097,3,0,"[-3.5762786865234375e-07, -15.125, -15.875]"
test_01670,3,2,"[-9.75, -10.125, -9.822845458984375e-05]"
test_00110,3,2,"[-16.625, -15.5, -2.384185791015625e-07]"
test_03182,3,1,"[-4.875, -0.01348876953125, -5.125]"
test_00768,3,0,"[-3.933906555175781e-06, -13.5, -12.875]"
test_00983,2,1,"[-1.5, -0.251953125]"
test_00042,2,1,"[-11.0, -1.6927719116210938e-05]"
test_03751,2,0,"[-1.7404556274414062e-05, -11.125]"
test_03086,2,0,"[-3.910064697265625e-05, -10.25]"
test_02449,3,2,"[-1.8125, -1.3125, -0.56640625]"
test_02679,2,0,"[-0.003173828125, -5.75]"
test_01108,2,0,"[-3.5762786865234375e-07, -15.125]"
test_03483,2,1,"[-14.75, -3.5762786865234375e-07]"
test_03880,2,0,"[-3.5762786865234375e-07, -15.375]"
test_03974,3,1,"[-11.125, -0.000110626220703125, -9.25]"
test_04196,2,1,"[-4.03125, -0.0181884765625]"
test_01888,3,2,"[-4.03125, -6.78125, -0.019287109375]"
test_04072,3,2,"[-6.15625, -3.296875, -0.0400390625]"
test_02289,3,0,"[-0.37109375, -1.375, -2.875]"
test_00364,3,2,"[-9.5, -13.75, -7.581710815429688e-05]"
test_02853,3,1,"[-4.53125, -0.01953125, -4.78125]"
test_02360,3,1,"[-3.046875, -0.048583984375, -10.6875]"
test_00614,3,1,"[-2.390625, -0.134765625, -3.390625]"
test_02178,3,2,"[-1.15625, -4.15625, -0.40234375]"
test_00729,3,0,"[-0.01129150390625, -4.5, -8.375]"
test_01376,3,0,"[-0.220703125, -3.96875, -1.71875]"
test_01475,3,0,"[-0.1005859375, -3.84375, -2.59375]"
test_04025,3,0,"[-0.033935546875, -4.53125, -3.78125]"
test_00094,3,0,"[-0.44140625, -2.9375, -1.1875]"
test_03955,3,2,"[-2.8125, -5.3125, -0.06689453125]"
test_00427,3,2,"[-1.5546875, -1.5546875, -0.55078125]"
test_00565,3,2,"[-0.87109375, -3.125, -0.62109375]"
test_00017,3,1,"[-0.97265625, -0.474609375, -9.625]"
test_01335,3,2,"[-1.0078125, -3.5, -0.50390625]"
test_02960,3,2,"[-4.28125, -5.03125, -0.020751953125]"
test_03826,3,2,"[-1.703125, -5.21875, -0.20703125]"
test_03686,3,2,"[-3.125, -2.625, -0.1240234375]"
test_03404,3,0,"[-0.330078125, -4.09375, -1.328125]"
test_03030,3,1,"[-4.375, -0.1396484375, -2.140625]"
test_01098,3,2,"[-2.3125, -1.8046875, -0.306640625]"
test_02631,3,0,"[-0.01190185546875, -5.25, -5.0]"
test_00885,3,1,"[-5.0, -0.01336669921875, -5.0]"
test_03349,3,1,"[-2.828125, -0.083984375, -3.828125]"
test_02609,3,0,"[-4.935264587402344e-05, -10.125, -11.625]"
test_02281,2,1,"[-17.75, -1.5497207641601562e-06]"
test_00016,3,0,"[-7.987022399902344e-06, -12.125, -13.125]"
test_03731,3,0,"[-4.291534423828125e-06, -13.875, -12.625]"
test_00426,3,2,"[-14.875, -15.25, -5.960464477539062e-07]"
test_02705,3,2,"[-2.640625, -2.890625, -0.13671875]"
test_03261,2,0,"[-7.867813110351562e-06, -11.75]"
test_03925,3,2,"[-18.5, -19.375, 0.0]"
test_03996,3,0,"[-0.10791015625, -2.859375, -3.109375]"
test_03201,4,1,"[-21.625, -2.384185791015625e-07, -16.0, -18.0]"
test_03294,3,0,"[-0.60546875, -2.109375, -1.1015625]"
test_00748,3,1,"[-9.75, -0.0001163482666015625, -9.75]"
test_02231,3,0,"[-1.7881393432617188e-06, -14.25, -13.625]"
test_03665,3,0,"[-5.960464477539062e-07, -15.125, -15.0]"
test_04071,3,2,"[-19.75, -21.125, 0.0]"
test_01851,3,2,"[-17.125, -19.5, 0.0]"
test_02225,3,1,"[-9.5, -8.392333984375e-05, -11.625]"
test_01848,3,0,"[-1.7881393432617188e-06, -13.875, -14.0]"
test_00545,3,2,"[-15.375, -17.375, -2.384185791015625e-07]"
test_00568,2,0,"[-0.0052490234375, -5.25]"
test_03573,3,1,"[-6.25, -0.0023651123046875, -7.75]"
test_03509,3,2,"[-6.0, -8.75, -0.0026397705078125]"
test_03899,3,0,"[-2.8371810913085938e-05, -11.875, -10.75]"
test_02876,3,1,"[-7.25, -0.000850677490234375, -8.875]"
test_03535,3,0,"[-4.601478576660156e-05, -11.125, -10.375]"
test_00892,3,0,"[-5.125999450683594e-06, -13.875, -12.375]"
test_00745,4,2,"[-13.625, -9.25, -0.0004329681396484375, -8.0]"
test_01745,3,1,"[-11.25, -4.410743713378906e-05, -10.375]"
test_03228,3,2,"[-15.625, -17.75, -2.384185791015625e-07]"
test_00286,3,1,"[-1.8671875, -0.369140625, -1.8671875]"
test_03635,2,0,"[-0.023193359375, -3.765625]"
test_01589,2,1,"[-13.25, -3.2186508178710938e-06]"
test_02208,3,2,"[-0.9453125, -2.1875, -0.6953125]"
test_03512,3,2,"[-1.625, -2.125, -0.37890625]"
test_04209,2,1,"[-2.578125, -0.0791015625]"
test_01805,2,0,"[-0.3125, -1.3125]"
test_02967,2,1,"[-1.3125, -0.3125]"
test_01930,2,1,"[-1.3125, -0.3125]"
test_00456,3,2,"[-18.125, -16.25, -1.1920928955078125e-07]"
test_03887,2,1,"[-1.3125, -0.3125]"
test_00289,3,1,"[-17.625, -4.5299530029296875e-05, -10.0]"
test_01430,3,0,"[-1.1920928955078125e-07, -16.625, -20.375]"
test_02351,4,3,"[-19.625, -14.625, -15.0, -7.152557373046875e-07]"
test_02131,4,3,"[-21.125, -17.0, -17.0, -1.1920928955078125e-07]"
test_02949,4,1,"[-16.375, -7.033348083496094e-06, -12.0, -14.875]"
test_02087,4,0,"[-4.76837158203125e-07, -20.0, -19.25, -23.375]"
test_00577,4,0,"[-3.5762786865234375e-07, -21.875, -21.25, -26.25]"
test_01646,4,1,"[-17.25, -1.5497207641601562e-06, -13.5, -17.375]"
test_01151,4,1,"[-19.0, -5.960464477539062e-07, -15.25, -19.375]"
test_00966,4,3,"[-18.625, -13.75, -13.5, -2.5033950805664062e-06]"
test_02910,4,1,"[-18.125, -2.384185791015625e-07, -16.0, -20.125]"
test_01638,4,2,"[-21.875, -16.25, -5.960464477539062e-07, -14.75]"
test_00857,4,3,"[-21.375, -16.125, -17.0, -1.1920928955078125e-07]"
test_03211,4,3,"[-17.875, -12.0, -12.5, -9.894371032714844e-06]"
test_02526,4,3,"[-20.625, -16.0, -13.75, -1.3113021850585938e-06]"
test_00772,4,2,"[-20.875, -15.75, -2.384185791015625e-07, -19.125]"
test_01088,4,3,"[-19.0, -13.5, -12.0, -7.62939453125e-06]"
test_00580,4,2,"[-18.625, -15.0, -4.76837158203125e-07, -20.0]"
test_01257,4,2,"[-19.125, -14.875, -3.337860107421875e-06, -12.75]"
test_03616,4,3,"[-18.625, -14.25, -12.75, -3.6954879760742188e-06]"
test_02192,4,1,"[-19.5, -3.5762786865234375e-07, -16.5, -19.625]"
test_03144,4,1,"[-20.25, -4.76837158203125e-07, -14.875, -17.625]"
test_00694,4,2,"[-21.625, -16.5, -4.76837158203125e-07, -15.5]"
test_01614,4,1,"[-19.375, -4.76837158203125e-07, -15.375, -17.125]"
test_01826,4,3,"[-20.5, -15.0, -13.25, -2.1457672119140625e-06]"
test_02663,4,1,"[-17.375, -8.344650268554688e-07, -14.25, -18.0]"
test_03019,4,0,"[-7.152557373046875e-07, -21.25, -20.125, -24.5]"
test_01283,4,3,"[-19.0, -14.375, -13.25, -2.5033950805664062e-06]"
test_02213,4,1,"[-18.375, -4.76837158203125e-07, -14.875, -17.0]"
test_01737,4,3,"[-19.125, -14.0, -15.5, -1.0728836059570312e-06]"
test_03053,4,0,"[-9.5367431640625e-07, -19.25, -19.25, -22.625]"
test_02183,4,2,"[-20.625, -16.0, -4.76837158203125e-07, -14.75]"
test_02565,4,3,"[-18.5, -13.875, -13.25, -2.7418136596679688e-06]"
test_00371,4,2,"[-18.125, -14.0, -1.0728836059570312e-06, -18.875]"
test_01871,4,0,"[-5.960464477539062e-07, -19.375, -18.875, -23.5]"
